Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Offhire_Reasons;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;ROB_Fuel_Total;Duration_Shore_Side_Electricity_Reception;Source_System;Last_Updated
2025-08-02;17:00;Noon (Position) - Sea passage;;13,2;149;S;14;19,45;W;76;39,55;PECLL;CLMJS;202511-1-PECLL-CLMJS;;14511,36;13,2;0;0;0;7,9;;0,8;;;;;4,6;335,5;100;;0;215;440,1;;OVDAPI;2025-10-30 02:45
2025-08-03;16:00;Noon (Position) - Sea passage;;23;255;S;17;41,18;W;74;15,96;PECLL;CLMJS;202511-1-PECLL-CLMJS;;14511,36;23;0;0;0;13,9;;1,1;;;;;3,5;321,6;100;;0;215;425,1;;OVDAPI;2025-10-30 02:45
2025-08-04;16:00;Noon (Position) - Sea passage;;24;293;S;21;51,63;W;71;12,96;PECLL;CLMJS;202511-1-PECLL-CLMJS;;14511,36;24;0;0;0;14,5;;1,2;;;;;2,3;307,1;100;;0;215;409,4;;OVDAPI;2025-10-30 02:45
2025-08-04;22:36;End of sea passage;;6,6;82;S;22;59,54;W;70;26,79;PECLL;CLMJS;202511-1-PECLL-CLMJS;;14511,36;6,6;0;0;0;3,9;;0,2;;;;;2,1;303,2;100;;0;215;405,3;;OVDAPI;2025-10-30 02:45
2025-08-05;00:30;Arrival;;1,9;3;S;23;4,9;W;70;24,93;PECLL;CLMJS;202511-1-PECLL-CLMJS;;14511,36;0;1,9;0;0;0,2;;0,1;;;;;1,8;303,2;100;;0;215;405;;OVDAPI;2025-10-30 02:45
2025-08-05;16:00;Noon (Position) - Port;;15,5;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202511-1-PECLL-CLMJS;;0;0;0;0;0;;;1,6;;;0,4;;0,2;302,8;100;;4375;215;403;;OVDAPI;2025-10-30 02:45
2025-08-06;15:12;Departure;;23,2;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202511-1-PECLL-CLMJS;;0;0;0;0;0;;;0,2;;;0,6;3;0;302,2;97;;7525;215;399,2;;OVDAPI;2025-10-30 02:45
2025-08-06;15:42;Begin of sea passage;;0,5;2,5;S;23;2,7;W;70;25,57;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;0;0,5;0;0;0,2;;0,1;;;;;302,2;96,7;;;0;215;398,9;;OVDAPI;2025-10-30 02:45
2025-08-06;16:00;Noon (Position) - Sea passage;;0,3;4;S;22;58,32;W;70;26,82;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;0,3;0;0;0;0,2;;0,1;;;;;302;96,6;;;0;215;398,6;;OVDAPI;2025-10-30 02:45
2025-08-07;17:00;Noon (Position) - Sea passage;;25;350;S;19;59,15;W;72;35,88;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;286,9;95,4;;;0;215;382,3;;OVDAPI;2025-10-30 02:45
2025-08-08;17:00;Noon (Position) - Sea passage;;24;341;S;13;19,16;W;77;4,75;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;24;0;0;0;14,5;;1,2;;;;;272,4;94,2;;;0;215;366,6;;OVDAPI;2025-10-30 02:45
2025-08-08;22:36;End of sea passage;;5,6;81;S;12;4,9;W;77;17,76;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;5,6;0;0;0;3,3;;0,4;;;;;269,1;93,8;;;0;215;362,9;;OVDAPI;2025-10-30 02:45
2025-08-09;17:00;Noon (Position) - Sea passage;;18,4;3;S;11;59,96;W;77;11,74;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;0;1,8;16,6;0;0,2;;;0,5;0,9;;;268,6;92,7;420;;0;215;781,3;;OVDAPI;2025-10-30 02:45
2025-08-10;00:18;Arrival;;7,3;2,5;S;12;2,59;W;77;8,73;CLMJS;PECLL;202511-2-CLMJS-PECLL;;0;0;1,6;5,7;0;0,1;;;0,3;0,4;;;268,3;92,2;420;;0;215;780,5;;OVDAPI;2025-10-30 02:45
2025-08-10;17:00;Noon (Position) - Port;;16,7;0;S;12;2,58;W;77;8,73;PECLL;PECLL;202511-2-CLMJS-PECLL;;14504,92;0;0;0;0;;;;0,3;1;;;268;91,2;420;;0;215;779,2;;OVDAPI;2025-10-30 02:45
2025-08-11;02:42;Departure;;9,7;0;S;12;2,59;W;77;8,72;PECLL;PECLL;202511-2-CLMJS-PECLL;;14504,92;0;0;0;0;;;;0,3;0,6;;;267,7;90,6;420;;0;215;778,3;;OVDAPI;2025-10-30 02:45
2025-08-11;03:24;Begin of sea passage;;0,7;2,5;S;12;2,27;W;77;12,26;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;0;0,7;0;0;0,2;;0,1;;;;;267,7;90,3;420;;0;215;778;;OVDAPI;2025-10-30 02:45
2025-08-11;17:00;Noon (Position) - Sea passage;;13,6;158;S;14;24,65;W;76;35,95;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;13,6;0;0;0;8,1;;0,6;;;;;259,6;89,7;420;;0;215;769,3;;OVDAPI;2025-10-30 02:45
2025-08-12;17:00;Noon (Position) - Sea passage;;24;294;S;18;29,07;W;73;40,41;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;24;0;0;0;14,5;;1,1;;;;;245,1;88,6;420;;0;215;753,7;;OVDAPI;2025-10-30 02:45
2025-08-13;16:00;Noon (Position) - Sea passage;;23;294;S;22;33,46;W;70;42,42;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;23;0;0;0;13,9;;1,1;;;;;231,2;87,5;420;;0;215;738,7;;OVDAPI;2025-10-30 02:45
2025-08-13;17:42;End of sea passage;;1,7;21;S;22;48,06;W;70;31,71;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;1,7;0;0;0;1;;0,3;;;;;230,2;87,2;420;;0;215;737,4;;OVDAPI;2025-10-30 02:45
2025-08-14;16:00;Noon (Position) - Sea passage;;22,3;12;S;22;55,39;W;70;27,18;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;0;22,3;0;0;0,3;;;0,6;1;;;229,6;85,9;420;;0;215;735,5;;OVDAPI;2025-10-30 02:45
2025-08-15;16:00;Noon (Position) - Sea passage;;24;16;S;23;4,82;W;70;26,98;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;0;1,8;22,2;0;0,2;;;0,6;1,1;;;229;84,6;420;;0;215;733,6;;OVDAPI;2025-10-30 02:45
2025-08-16;02:42;Arrival;;10,7;2;S;23;4,9;W;70;24,93;PECLL;CLMJS;202512-1-PECLL-CLMJS;;14504,92;0;1,3;9,4;0;0,1;;;0,3;0,5;;;228,7;84;420;;0;215;732,7;;OVDAPI;2025-10-30 02:45
2025-08-16;16:00;Noon (Position) - Port;;13,3;2;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202512-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,3;1,5;;;228,4;82,5;420;;3920;215;730,9;;OVDAPI;2025-10-30 02:45
2025-08-17;16:00;Noon (Position) - Port;;24;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202512-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,6;3,2;;;227,8;79,3;420;;7735;215;727,1;;OVDAPI;2025-10-30 02:45
2025-08-17;17:12;Departure;;1,2;0;S;23;4,84;W;70;24,92;CLMJS;CLMJS;202512-1-PECLL-CLMJS;;0;0;0;0;0;;;0,1;;;;;227,8;79,2;420;;0;215;727;;OVDAPI;2025-10-30 02:45
2025-08-17;17:36;Begin of sea passage;;0,4;2,5;S;23;3,29;W;70;25,95;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;0;0,4;0;0;0,2;;0,1;;;;;227,8;78,9;420;;0;215;726,7;;OVDAPI;2025-10-30 02:45
2025-08-18;16:00;Noon (Position) - Sea passage;;22,4;295;S;19;55,69;W;72;38,78;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;22,4;0;0;0;13,3;;1,1;;;;;214,5;77,8;420;;0;215;712,3;;OVDAPI;2025-10-30 02:45
2025-08-19;17:00;Noon (Position) - Sea passage;;25;337;S;14;37,83;W;76;26,98;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;199,4;76,6;420;;0;215;696;;OVDAPI;2025-10-30 02:45
2025-08-20;03:24;End of sea passage;;10,4;146;S;12;3,57;W;77;16,2;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;10,4;0;0;0;6,2;;0,5;;;;;193,2;76,1;420;;0;215;689,3;;OVDAPI;2025-10-30 02:45
2025-08-20;17:00;Noon (Position) - Sea passage;;13,6;5;S;12;2,93;W;77;12,59;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;0;2,4;11,2;0;0,3;;;0,3;0,7;;;192,9;75,1;420;;0;215;688;;OVDAPI;2025-10-30 02:45
2025-08-20;18:24;Arrival;;1,4;2;S;12;2,59;W;77;8,73;CLMJS;PECLL;202512-2-CLMJS-PECLL;;0;0;1,4;0;0;0,2;;0,2;;;;;192,9;74,7;420;;0;215;687,6;;OVDAPI;2025-10-30 02:45
2025-08-21;17:00;Noon (Position) - Port;;22,6;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202512-2-CLMJS-PECLL;;14504,69;0;0;0;0;;;;0,6;1,2;;;192,3;73,5;420;;0;215;685,8;;OVDAPI;2025-10-30 02:45
2025-08-21;20:24;Departure;;3,4;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202512-2-CLMJS-PECLL;;14504,69;0;0;0;0;;;;0,1;0,2;;;192,2;73,3;420;;0;215;685,5;;OVDAPI;2025-10-30 02:45
2025-08-21;21:00;Begin of sea passage;;0,6;3;S;12;2,1;W;77;13,29;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;0;0,6;0;0;0,2;;0,1;;;;;192,2;73;420;;0;215;685,2;;OVDAPI;2025-10-30 02:45
2025-08-22;17:00;Noon (Position) - Sea passage;;20;233;S;15;26,58;W;75;52,28;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;20;0;0;0;12;;1;;;;;180,2;72;420;;0;215;672,2;;OVDAPI;2025-10-30 02:45
2025-08-23;16:00;Noon (Position) - Sea passage;;23;254;S;18;56,93;W;73;20,73;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;23;0;0;0;13,9;;1,1;;;;;166,3;70,9;420;;0;215;657,2;;OVDAPI;2025-10-30 02:45
2025-08-24;16:00;Noon (Position) - Sea passage;;24;242;S;22;15,8;W;70;55,28;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;24;0;0;0;14,5;;1,1;;;;;151,8;69,8;420;;0;215;641,6;;OVDAPI;2025-10-30 02:45
2025-08-24;19:48;End of sea passage;;3,8;43;S;22;52,47;W;70;30,4;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;3,8;0;0;0;2,3;;0,2;;;;;149,5;69,6;420;;0;215;639,1;;OVDAPI;2025-10-30 02:45
2025-08-25;16:00;Noon (Position) - Sea passage;;20,2;22;S;22;54,42;W;70;27,83;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;0;20,2;0;0;1;;;0,8;0,9;;;147,7;68,7;420;;0;215;636,4;;OVDAPI;2025-10-30 02:45
2025-08-26;16:00;Noon (Position) - Sea passage;;24;21;S;22;52,56;W;70;27,47;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;0;24;0;0;1;;;0,8;1,1;;;145,9;67,6;420;;0;215;633,5;;OVDAPI;2025-10-30 02:45
2025-08-27;16:00;Noon (Position) - Sea passage;;24;14;S;22;50,21;W;70;26,87;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;0;24;0;0;0,4;;;0,6;1,1;;;145,3;66,1;420;;0;215;631,4;;OVDAPI;2025-10-30 02:45
2025-08-27;23:18;Arrival;;7,3;12;S;23;4,31;W;70;23,8;PECLL;CLMJS;202513-1-PECLL-CLMJS;;14504,69;0;7,3;0;0;0,6;;;0,3;0,4;;;145;65,1;420;;0;215;630,1;;OVDAPI;2025-10-30 02:45
2025-08-28;16:00;Noon (Position) - Port;;16,7;0;S;23;4,31;W;70;23,79;CLMJS;CLMJS;202513-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,3;1,8;;;144,7;63,3;420;;4410;215;628;;OVDAPI;2025-10-30 02:45
2025-08-29;10:24;Departure;;18,4;0;S;23;4,31;W;70;23,79;CLMJS;CLMJS;202513-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,4;2,6;;;144,3;60,7;420;;5635;215;625;;OVDAPI;2025-10-30 02:45
2025-08-29;10:48;Begin of sea passage;;0,4;2;S;23;1,48;W;70;25,12;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0,4;0;0;0,2;;0,1;;;;;144,3;60,4;420;;0;215;624,7;;OVDAPI;2025-10-30 02:45
2025-08-29;16:00;Noon (Position) - Sea passage;;5,2;75;S;22;9,33;W;71;0,52;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;5,2;0;0;0;3,1;;0,2;;;;;141,2;60,2;420;;0;215;621,4;;OVDAPI;2025-10-30 02:45
2025-08-30;16:00;Noon (Position) - Sea passage;;24;336;S;17;28,63;W;74;25,56;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;24;0;0;0;14,5;;1,2;;;;;126,7;59;420;;0;215;605,7;;OVDAPI;2025-10-30 02:45
2025-08-31;17:00;Noon (Position) - Sea passage;;25;348;S;12;20,38;W;77;16,66;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;111,6;57,8;420;;0;215;589,4;;OVDAPI;2025-10-30 02:45
2025-08-31;18:30;End of sea passage;;1,5;21;S;12;4,18;W;77;17,25;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;1,5;0;0;0;0,9;;0,1;;;;;110,7;57,7;420;;0;215;588,4;;OVDAPI;2025-10-30 02:45
2025-09-01;17:00;Noon (Position) - Sea passage;;22,5;3;S;12;0,13;W;77;11,75;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;1,4;21,1;0;0,2;;;0,5;1;;;110,2;56,5;420;;0;215;586,7;;OVDAPI;2025-10-30 02:45
2025-09-02;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,15;W;77;11,75;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;109,6;55,5;420;;0;215;585,1;;OVDAPI;2025-10-30 02:45
2025-09-03;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,08;W;77;11,83;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;109;54,5;420;;0;215;583,5;;OVDAPI;2025-10-30 02:45
2025-09-04;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,14;W;77;11,75;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;108,4;53,5;420;;0;215;581,9;;OVDAPI;2025-10-30 02:45
2025-09-05;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,11;W;77;11,76;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;107,8;52,5;420;;0;215;580,3;;OVDAPI;2025-10-30 02:45
2025-09-06;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,09;W;77;11,86;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;107,2;51,5;420;;0;215;578,7;;OVDAPI;2025-10-30 02:45
2025-09-07;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,09;W;77;11,84;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;106,6;50,5;420;;0;215;577,1;;OVDAPI;2025-10-30 02:45
2025-09-08;17:00;Noon (Position) - Sea passage;;24;0;S;12;0,09;W;77;11,82;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;0;24;0;;;;0,6;1;;;106;49,5;420;;0;215;575,5;;OVDAPI;2025-10-30 02:45
2025-09-09;05:12;Arrival;;12,2;2,5;S;12;2,59;W;77;8,73;CLMJS;PECLL;202513-2-CLMJS-PECLL;;0;0;1,8;10,4;0;0,1;;;0,3;0,6;;;105,7;48,8;420;;0;215;574,5;;OVDAPI;2025-10-30 02:45
2025-09-09;17:00;Noon (Position) - Port;;11,8;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202513-2-CLMJS-PECLL;;14510,5;0;0;0;0;;;;0,3;0,7;;;105,4;48,1;420;;0;215;573,5;;OVDAPI;2025-10-30 02:45
2025-09-10;08:42;Departure;;15,7;0;S;12;2,59;W;77;8,75;PECLL;PECLL;202513-2-CLMJS-PECLL;;14510,5;0;0;0;0;;;;0,3;0,8;;;105,1;47,3;420;;0;215;572,4;;OVDAPI;2025-10-30 02:45
2025-09-10;09:18;Begin of sea passage;;0,6;3;S;12;2,16;W;77;12,97;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;0;0,6;0;0;0,2;;0,1;;;;;105,1;47;420;;0;215;572,1;;OVDAPI;2025-10-30 02:45
2025-09-10;17:00;Noon (Position) - Sea passage;;7,7;87;S;13;23,2;W;77;4,16;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;7,7;0;0;0;4,6;;0,4;;;;;100,5;46,6;420;;0;215;567,1;;OVDAPI;2025-10-30 02:45
2025-09-11;16:00;Noon (Position) - Sea passage;;23;268;S;16;46,49;W;74;55,53;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;23;0;0;0;13,9;;1,1;;;;;86,6;45,5;420;;0;215;552,1;;OVDAPI;2025-10-30 02:45
2025-09-12;15:00;Noon (Position) - Sea passage;;23;270;S;20;53,6;W;71;55,7;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;23;0;0;0;13,9;;1,1;;;;;72,7;44,4;420;;0;215;537,1;;OVDAPI;2025-10-30 02:45
2025-09-13;03:36;End of sea passage;;12,6;153;S;23;1,3;W;70;25,56;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;12,6;0;0;0;7,2;;0,6;;;;;65,5;43,8;420;;0;215;529,3;;OVDAPI;2025-10-30 02:45
2025-09-13;05:18;Arrival;;1,7;3;S;23;4,9;W;70;24,93;PECLL;CLMJS;202514-1-PECLL-CLMJS;;14510,5;0;1,7;0;0;0,2;;0,2;;;;;65,5;43,4;420;;0;215;528,9;;OVDAPI;2025-10-30 02:45
2025-09-13;15:00;Noon (Position) - Port;;9,7;0;S;23;4,9;W;70;24,94;CLMJS;CLMJS;202514-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,3;0,5;;;65,2;42,9;420;;0;215;528,1;;OVDAPI;2025-10-30 02:45
2025-09-14;15:00;Noon (Position) - Port;;24;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202514-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,6;3;;;64,6;39,9;420;;8225;215;524,5;;OVDAPI;2025-10-30 02:45
2025-09-15;03:42;Departure;;12,7;0;S;23;4,89;W;70;24,93;CLMJS;CLMJS;202514-1-PECLL-CLMJS;;0;0;0;0;0;;;;0,3;1,6;;;64,3;38,3;420;;3430;215;522,6;;OVDAPI;2025-10-30 02:45
2025-09-15;04:12;Begin of sea passage;;0,5;3;S;23;2,37;W;70;26,26;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;0;0,5;0;0;0,2;;0,1;;;;;64,3;38;420;;0;215;522,3;;OVDAPI;2025-10-30 02:46
2025-09-15;15:00;Noon (Position) - Sea passage;;10,8;146;S;20;57,26;W;71;53,29;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;10,8;0;0;0;6,5;;0,5;;;;;57,8;37,5;420;;0;215;515,3;;OVDAPI;2025-10-30 02:46
2025-09-16;16:00;Noon (Position) - Sea passage;;25;352;S;16;8,98;W;75;22,23;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,2;;;;;42,7;36,3;420;;0;215;499;;OVDAPI;2025-10-30 02:46
2025-09-17;12:42;End of sea passage;;20,7;276;S;12;2,35;W;77;15,03;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;20,7;0;0;0;12,4;;1,1;;;;;30,3;35,2;420;;0;215;485,5;;OVDAPI;2025-10-30 02:46
2025-09-17;17:00;Noon (Position) - Sea passage;;4,3;3;S;11;59,89;W;77;12,21;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;0;1,1;3,2;0;0,2;;;0,1;0,2;;;30,2;34,8;420;;0;215;485;;OVDAPI;2025-10-30 02:46
2025-09-18;06:06;Arrival;;13,1;2,5;S;12;2,59;W;77;8,73;CLMJS;PECLL;202514-2-CLMJS-PECLL;;0;0;3,7;9,4;0;0,2;;;0,3;0,7;;;29,9;33,9;420;;0;215;483,8;;OVDAPI;2025-10-30 02:46
2025-09-18;17:00;Noon (Position) - Port;;10,9;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202514-2-CLMJS-PECLL;;15211,66;0;0;0;0;;;;0,3;0,7;;;29,6;33,2;420;;0;215;482,8;;OVDAPI;2025-10-30 02:46
2025-09-19;11:12;Departure;;18,2;0;S;12;2,77;W;77;9,05;PECLL;PECLL;202514-2-CLMJS-PECLL;;15211,66;0;0;0;0;;;;0,5;1,1;;;29,1;32,1;420;;0;215;481,2;;OVDAPI;2025-10-30 02:46
2025-09-19;11:48;Begin of sea passage;;0,6;2,5;S;12;1,94;W;77;14,28;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;0;0,6;0;0;0,2;;0,1;;;;;29,1;31,8;420;;0;215;480,9;;OVDAPI;2025-10-30 02:46
2025-09-19;17:00;Noon (Position) - Sea passage;;5,2;64;S;12;56,18;W;77;9,66;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;5,2;0;0;0;3,1;;0,2;;;;;26;31,6;420;;0;215;477,6;;OVDAPI;2025-10-30 02:46
2025-09-20;16:00;Noon (Position) - Sea passage;;23;269;S;16;47,83;W;74;53,9;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;23;0;0;0;13,9;;1,1;;;;;12,1;30,5;420;;0;215;462,6;;OVDAPI;2025-10-30 02:46
2025-09-21;15:00;Noon (Position) - Sea passage;;23;263;S;18;30,26;W;73;40,68;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;23;0;0;0;12,1;1,8;1,1;;;;;0;29,4;418,2;;0;215;447,6;;OVDAPI;2025-10-30 02:46
2025-09-22;07:00;End of sea passage;;16;184;S;23;2,3;W;70;26,08;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;16;0;0;0;9,6;;0,7;;;;;28,7;408,6;;;0;215;437,3;;OVDAPI;2025-10-30 02:46
2025-09-22;08:12;Arrival;;1,2;3;S;23;4,9;W;70;24,93;PECLL;CLMJS;202515-1-PECLL-CLMJS;;15211,66;0;1,2;0;0;0,2;;0,2;;;;;28,3;408,6;;;0;215;436,9;;OVDAPI;2025-10-30 02:46
2025-09-22;15:00;Noon (Position) - Port;;6,8;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202515-1-PECLL-CLMJS;;0;0;0;0;0;;;0,7;;;;;27,6;408,6;;;1295;215;436,2;;OVDAPI;2025-10-30 02:46
2025-09-23;15:00;Noon (Position) - Port;;24;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202515-1-PECLL-CLMJS;;0;0;0;0;0;;;3,3;;;0,6;;24,3;408;;;8400;215;432,3;;OVDAPI;2025-10-30 02:46
2025-09-24;00:06;Departure;;9,1;0;S;23;4,9;W;70;24,93;CLMJS;CLMJS;202515-1-PECLL-CLMJS;;0;0;0;0;0;;;1,2;;;0,3;;23,1;407,7;;;2205;215;430,8;;OVDAPI;2025-10-30 02:46
2025-09-24;00:36;Begin of sea passage;;0,5;2,5;S;23;0,49;W;70;26,91;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;0,5;0;0;0,2;;0,1;;;;;22,8;407,7;;;0;215;430,5;;OVDAPI;2025-10-30 02:46
2025-09-24;16:00;Noon (Position) - Sea passage;;15,4;206;S;20;10,71;W;72;27,3;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;15,4;0;0;0;9,2;;0,9;;;;;21,9;398,5;;;0;215;420,4;;OVDAPI;2025-10-30 02:46
2025-09-25;17:00;Noon (Position) - Sea passage;;25;342;S;15;26,38;W;75;51,86;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;25;0;0;0;15,1;;1,3;;;;;20,6;383,4;;;0;215;404;;OVDAPI;2025-10-30 02:46
2025-09-26;09:00;End of sea passage;;16;225;S;12;3,53;W;77;16,03;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;16;0;0;0;9,6;;0,8;;;;;19,8;373,8;;;0;215;393,6;;OVDAPI;2025-10-30 02:46
2025-09-26;17:00;Noon (Position) - Sea passage;;8;2,5;S;12;1,12;W;77;11,97;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;0,9;7,1;0;0,2;;0,4;;;0,2;;19,2;373,6;;;0;215;392,8;;OVDAPI;2025-10-30 02:46
2025-09-27;17:00;Noon (Position) - Sea passage;;24;0;S;11;59,6;W;77;11,68;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;0;24;0;;;1;;;0,6;;18,2;373;95;;0;215;486,2;;OVDAPI;2025-10-30 02:46
2025-09-28;17:00;Noon (Position) - Sea passage;;24;0;S;11;59,54;W;77;11,66;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;0;24;0;;;1;;;0,6;;17,2;372,4;95;;0;215;484,6;;OVDAPI;2025-10-30 02:46
2025-09-29;17:00;Noon (Position) - Sea passage;;24;0;S;11;59,48;W;77;11,75;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;0;24;0;;;1;;;0,6;;16,2;371,8;95;;0;215;483;;OVDAPI;2025-10-30 02:46
2025-09-30;09:00;Arrival;;16;2,5;S;12;2,59;W;77;8,73;CLMJS;PECLL;202515-2-CLMJS-PECLL;;0;0;3;13;0;0,2;;0,9;;;0,3;;15,1;371,5;95;;0;215;481,6;;OVDAPI;2025-10-30 02:46
2025-09-30;17:00;Noon (Position) - Port;;8;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202515-2-CLMJS-PECLL;;15126,89;0;0;0;0;;;0,4;;;0,2;;14,7;371,3;95;;0;215;481;;OVDAPI;2025-10-30 02:46
2025-10-01;12:00;Departure;;19;0;S;12;2,59;W;77;8,73;PECLL;PECLL;202515-2-CLMJS-PECLL;;15126,89;0;0;0;0;;;0,9;;;0,6;;13,8;370,7;95;;0;215;479,5;;OVDAPI;2025-10-30 02:46
2025-10-01;12:30;Begin of sea passage;;0,5;2,5;S;12;2,17;W;77;12,93;PECLL;CLBAR;202516-1-PECLL-CLBAR;;15126,89;0;0,5;0;0;0,2;;0,1;;;;;13,5;370,7;95;;0;215;479,2;;OVDAPI;2025-10-30 02:46
